locus_tag	Lygos_24_1A	Lygos_24_1B	Lygos_24_2A	Lygos_24_2B	Lygos_48_1A	Lygos_48_1B	Lygos_48_2A	Lygos_48_2B
BOH78_1511	16.0	20.0	15.0	20.0	12.0	14.0	12.0	14.0
BOH78_1510	22.0	22.0	22.0	24.0	19.0	19.0	23.0	21.0
BOH78_1512	4.0	2.0	3.0	2.0	4.0	2.0	2.0	2.0
BOH78_1476	5.0	3.0	5.0	6.0	6.0	2.0	7.0	4.0
BOH78_1477	12.0	8.0	7.0	8.0	13.0	8.0	2.0	8.0
BOH78_1474			1.0					
BOH78_1475	5.0		4.0	3.0	5.0	3.0	4.0	
BOH78_1478	15.0	15.0	15.0	21.0	16.0	16.0	22.0	11.0
BOH78_1479	9.0	6.0	6.0	6.0	7.0	8.0	7.0	6.0
BOH78_1447	1.0		2.0	1.0				
BOH78_1446		1.0	1.0	2.0		1.0		
BOH78_1443	3.0	1.0	3.0	5.0	3.0	1.0	3.0	2.0
BOH78_1440	6.0	3.0	5.0	3.0	4.0	4.0	3.0	4.0
BOH78_1426	1.0		1.0	2.0				
BOH78_1421		1.0		1.0				1.0
BOH78_1539						1.0		
BOH78_1538	1.0	1.0	2.0	2.0	2.0	2.0	6.0	2.0
BOH78_1537	11.0	11.0	14.0	11.0	8.0	9.0	13.0	17.0
BOH78_1536	3.0	2.0	3.0	5.0	8.0	5.0	4.0	4.0
BOH78_1535	2.0		1.0	4.0	1.0		2.0	1.0
BOH78_1533		1.0	1.0	1.0	1.0		1.0	1.0
BOH78_1532	9.0	7.0	11.0	10.0	12.0	10.0	9.0	5.0
BOH78_1555	3.0	3.0	3.0	3.0	2.0	3.0	5.0	1.0
BOH78_1557	6.0	4.0	9.0	8.0	5.0	5.0	6.0	7.0
BOH78_1556	15.0	10.0	14.0	16.0	20.0	8.0	14.0	13.0
BOH78_1552	1.0		1.0		1.0		1.0	
BOH78_1559			3.0					
BOH78_1558				1.0	1.0	2.0	1.0	2.0
BOH78_1438	1.0		1.0	1.0			1.0	
BOH78_1436	6.0	4.0	2.0	3.0	3.0	3.0	4.0	1.0
BOH78_1437		1.0	1.0	1.0	1.0	1.0	1.0	1.0
BOH78_1434	41.0	41.0	59.0	64.0	31.0	41.0	60.0	68.0
BOH78_1573	14.0	13.0	13.0	14.0	15.0	13.0	12.0	13.0
BOH78_1570		1.0	1.0		1.0	1.0		
BOH78_1414				1.0	3.0			
BOH78_1415	9.0	8.0	11.0	15.0	5.0	6.0	11.0	8.0
BOH78_1416	24.0	22.0	24.0	21.0	21.0	20.0	24.0	21.0
BOH78_1417	52.0	37.0	53.0	52.0	47.0	37.0	27.0	42.0
BOH78_1410		1.0	1.0	2.0	1.0		1.0	
BOH78_1413				1.0				
BOH78_1418	1.0		3.0		3.0		4.0	
BOH78_1419	16.0	13.0	21.0	14.0	15.0	9.0	15.0	10.0
BOH78_1384			1.0	1.0				
BOH78_1385	8.0	6.0	8.0	10.0	12.0	4.0	8.0	5.0
BOH78_1386		1.0		1.0		1.0	2.0	1.0
BOH78_1381	24.0	21.0	22.0	25.0	18.0	17.0	23.0	17.0
BOH78_1382		1.0			1.0			
BOH78_1458	46.0	43.0	45.0	56.0	49.0	45.0	54.0	48.0
BOH78_1452	10.0	9.0	10.0	11.0	5.0	5.0	9.0	9.0
BOH78_1453	9.0	9.0	10.0	6.0	12.0	7.0	14.0	5.0
BOH78_1454								1.0
BOH78_1455	39.0	20.0	37.0	23.0	40.0	26.0	33.0	19.0
BOH78_1457				1.0	1.0			
BOH78_1429	8.0	15.0	14.0	14.0	9.0	11.0	10.0	10.0
BOH78_1428	3.0		2.0	2.0	2.0	1.0	1.0	1.0
BOH78_1379	22.0	19.0	26.0	25.0	14.0	22.0	25.0	21.0
BOH78_1378		1.0	3.0	1.0	1.0		4.0	1.0
BOH78_1371	4.0	4.0	6.0	4.0	3.0	3.0	5.0	3.0
BOH78_1370	1.0		2.0	1.0			1.0	1.0
BOH78_1373			1.0					
BOH78_1374	1.0	1.0	2.0	1.0		2.0		
BOH78_1376	6.0	6.0	10.0	9.0	4.0	6.0	9.0	10.0
BOH78_1359	3.0	1.0	2.0	2.0	1.0	2.0	1.0	
BOH78_1358	9.0	7.0	6.0	7.0	8.0	7.0	2.0	8.0
BOH78_1356		1.0		1.0	1.0			
BOH78_1355			1.0					
BOH78_1354	88.0	78.0	77.0	79.0	85.0	66.0	73.0	82.0
BOH78_1353	8.0	6.0	9.0	10.0	5.0	3.0	8.0	8.0
BOH78_1351	1.0					1.0		
BOH78_1350					1.0			
BOH78_1335	1.0	1.0	1.0		1.0		1.0	
BOH78_1334	1.0		1.0		1.0	1.0	1.0	
BOH78_1337	115.0	100.0	103.0	103.0	117.0	104.0	122.0	103.0
BOH78_1336	68.0	61.0	66.0	73.0	70.0	56.0	65.0	74.0
BOH78_1331		1.0	2.0	1.0			1.0	1.0
BOH78_1330	3.0	2.0	3.0		5.0	1.0	1.0	2.0
BOH78_1333							2.0	
BOH78_1338			1.0		1.0			
BOH78_1481	5.0	3.0	3.0	5.0	6.0	4.0	2.0	3.0
BOH78_1480			1.0	1.0	1.0		1.0	
BOH78_1487	32.0	20.0	26.0	24.0	19.0	18.0	14.0	26.0
BOH78_1484	1.0	1.0	2.0	4.0		1.0	3.0	2.0
BOH78_1318	3.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0
BOH78_1461			1.0					
BOH78_1460			2.0	2.0			3.0	
BOH78_1463	22.0	21.0	24.0	27.0	20.0	18.0	23.0	24.0
BOH78_1462				1.0				
BOH78_1465					1.0		1.0	
BOH78_1464	41.0	36.0	42.0	39.0	40.0	34.0	49.0	46.0
BOH78_1467	2.0	2.0	1.0			1.0		1.0
BOH78_1466					2.0			
BOH78_1468	3.0	2.0	3.0	3.0	4.0	1.0	3.0	1.0
BOH78_1509	57.0	48.0	54.0	60.0	59.0	47.0	44.0	43.0
BOH78_1502					1.0			
BOH78_1503	5.0	4.0	3.0	4.0	5.0	1.0	2.0	5.0
BOH78_1506	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0
BOH78_1507	36.0	32.0	36.0	27.0	27.0	25.0	21.0	27.0
BOH78_1504	3.0	1.0	3.0	3.0	2.0	2.0	1.0	1.0
BOH78_1505	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0
BOH78_1411	29.0	27.0	30.0	32.0	29.0	22.0	18.0	27.0
BOH78_1521		2.0	1.0	2.0	1.0	2.0	1.0	
BOH78_1522	16.0	10.0	16.0	19.0	17.0	12.0	15.0	14.0
BOH78_1523	4.0	3.0	6.0	4.0	4.0	4.0	7.0	4.0
BOH78_1524	4.0	7.0	7.0	6.0	4.0	1.0	6.0	7.0
BOH78_1525	4.0	4.0	7.0	6.0	6.0	3.0	9.0	8.0
BOH78_1526	1.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0
BOH78_1527	2.0	2.0	3.0	4.0	2.0	2.0	6.0	3.0
BOH78_1528	14.0	12.0	11.0	12.0	8.0	8.0	12.0	9.0
BOH78_1529							1.0	
BOH78_1546				1.0	1.0			
BOH78_1547	1.0		2.0	2.0	2.0			1.0
BOH78_1544	15.0	19.0	21.0	16.0	16.0	14.0	17.0	17.0
BOH78_1545	2.0	3.0	2.0		1.0	2.0	2.0	
BOH78_1543	9.0	8.0	8.0	3.0	14.0	7.0	7.0	5.0
BOH78_1541				1.0	1.0			
BOH78_1549							1.0	
BOH78_1403		1.0		1.0	1.0			
BOH78_1402	28.0	27.0	30.0	25.0	13.0	21.0	30.0	26.0
BOH78_1401	9.0	5.0	15.0	11.0	11.0	7.0	11.0	11.0
BOH78_1407	4.0	3.0	5.0	4.0	3.0	2.0	4.0	4.0
BOH78_1406	1.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0
BOH78_1405	57.0	45.0	56.0	58.0	45.0	45.0	48.0	56.0
BOH78_1409	3.0	1.0	2.0		3.0	2.0	2.0	
BOH78_1408			1.0	1.0				
BOH78_1488	42.0	46.0	50.0	41.0	42.0	34.0	29.0	38.0
BOH78_1393	9.0	5.0	12.0	7.0	5.0	4.0	9.0	6.0
BOH78_1391	15.0	21.0	20.0	22.0	18.0	20.0	16.0	18.0
BOH78_1396	18.0	17.0	17.0	17.0	16.0	18.0	14.0	15.0
BOH78_1394	46.0	56.0	64.0	57.0	46.0	49.0	42.0	54.0
BOH78_1399	3.0	2.0	4.0	1.0	3.0	3.0	3.0	3.0
BOH78_1398	7.0	2.0	6.0	5.0	7.0	1.0	2.0	4.0
BOH78_1444	16.0	13.0	5.0	10.0	12.0	13.0	10.0	11.0
BOH78_1564	29.0	27.0	36.0	25.0	42.0	28.0	63.0	56.0
BOH78_1566	1.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0
BOH78_1560	2.0		2.0		2.0	1.0	2.0	4.0
BOH78_1561	13.0	7.0	6.0	11.0	9.0	5.0	9.0	3.0
BOH78_1562	1.0	1.0		1.0	1.0	1.0	1.0	
BOH78_1469					1.0			
BOH78_1168	49.0	50.0	61.0	45.0	53.0	47.0	59.0	60.0
BOH78_1177	12.0	8.0	12.0	9.0	9.0	9.0	13.0	13.0
BOH78_1289		1.0	1.0	1.0	1.0		1.0	1.0
BOH78_1288	12.0	12.0	14.0	14.0	8.0	12.0	12.0	12.0
BOH78_1025			1.0	2.0	1.0	1.0	2.0	2.0
BOH78_1029	2.0	2.0		1.0	2.0	1.0	1.0	1.0
BOH78_1028	1.0	2.0	4.0	4.0	3.0	2.0	3.0	2.0
BOH78_1132	5.0	10.0	9.0	6.0	8.0	5.0	4.0	8.0
BOH78_1130	5.0	7.0	6.0	1.0	7.0	5.0	4.0	2.0
BOH78_1308	7.0	8.0	11.0	8.0	11.0	8.0	9.0	16.0
BOH78_1300	6.0	7.0	6.0	7.0	4.0	6.0	6.0	5.0
BOH78_1151	3.0	1.0	1.0	3.0	1.0	1.0	1.0	
BOH78_1152	23.0	21.0	16.0	19.0	25.0	17.0	20.0	19.0
BOH78_1155	2.0	1.0		3.0	4.0	1.0	2.0	1.0
BOH78_1030	10.0	8.0	6.0	10.0	12.0	7.0	8.0	9.0
BOH78_1031	3.0	3.0	4.0	4.0	5.0	2.0	4.0	2.0
BOH78_1088							1.0	
BOH78_1086	82.0	69.0	97.0	77.0	98.0	80.0	100.0	81.0
BOH78_1085	1.0		1.0	2.0	1.0			1.0
BOH78_1084			1.0			1.0		
BOH78_1083	2.0		4.0	2.0	2.0		2.0	2.0
BOH78_1081	48.0	43.0	38.0	40.0	58.0	38.0	50.0	37.0
BOH78_1080	5.0	2.0	5.0	6.0	5.0	2.0	4.0	4.0
BOH78_1149	8.0	7.0	9.0	6.0	19.0	8.0	8.0	8.0
BOH78_1258			1.0					
BOH78_1259	6.0	5.0	10.0	5.0	12.0	7.0	9.0	4.0
BOH78_1252	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BOH78_1256					1.0			
BOH78_1257	4.0	4.0	6.0	7.0	3.0	4.0	1.0	4.0
BOH78_1254	221.0	187.0	210.0	203.0	248.0	219.0	174.0	184.0
BOH78_1255		2.0	1.0	2.0	2.0	3.0	2.0	2.0
BOH78_1175	2.0	3.0	3.0	3.0	1.0		3.0	4.0
BOH78_1171	8.0	7.0	9.0	11.0	7.0	8.0	6.0	8.0
BOH78_1179	6.0	4.0	5.0	5.0	2.0	2.0		4.0
BOH78_1270			1.0			1.0		
BOH78_1272	2.0	2.0	3.0	3.0	3.0	3.0	2.0	2.0
BOH78_1273	11.0	11.0	13.0	13.0	13.0	8.0	4.0	10.0
BOH78_1274	1.0		1.0	1.0			1.0	
BOH78_1277	8.0	7.0	8.0	13.0	3.0	6.0	7.0	10.0
BOH78_1279	9.0	5.0	22.0	16.0	12.0	6.0	17.0	17.0
BOH78_1284	10.0	5.0	9.0	5.0	15.0	6.0	7.0	3.0
BOH78_1287			1.0	1.0			1.0	1.0
BOH78_1282	10.0	17.0	16.0	13.0	10.0	13.0	12.0	15.0
BOH78_1069	1.0	1.0	1.0	1.0		1.0	1.0	
BOH78_1064	4.0	4.0	5.0	4.0	4.0	4.0	6.0	5.0
BOH78_1061	3.0	2.0	4.0	1.0	2.0	1.0	2.0	1.0
BOH78_1216	2.0		1.0		2.0	2.0	1.0	
BOH78_1217	1.0		1.0	2.0			1.0	
BOH78_1214	7.0	4.0	5.0	8.0	9.0	6.0	10.0	6.0
BOH78_1215			1.0					
BOH78_1213	101.0	85.0	88.0	89.0	90.0	78.0	73.0	84.0
BOH78_1211		1.0	1.0	1.0	1.0	1.0		
BOH78_1218				1.0				
BOH78_1043								1.0
BOH78_1042	3.0	3.0	4.0	5.0	5.0	4.0	5.0	4.0
BOH78_1040					1.0			
BOH78_1047	4.0	3.0	5.0	5.0	5.0	4.0	3.0	4.0
BOH78_1046	12.0	8.0	13.0	9.0	7.0	5.0	7.0	8.0
BOH78_1045		1.0	1.0	1.0				
BOH78_1044	15.0	10.0	16.0	14.0	13.0	12.0	18.0	14.0
BOH78_1049	1.0							
BOH78_1048			1.0	1.0	1.0	2.0	2.0	2.0
BOH78_1142							2.0	
BOH78_1140	8.0	11.0	12.0	12.0	9.0	6.0	9.0	12.0
BOH78_1275			2.0	2.0	2.0	1.0	2.0	1.0
BOH78_1141	2.0	3.0	3.0	2.0	2.0		3.0	4.0
BOH78_1144			1.0		4.0	1.0	2.0	1.0
BOH78_1145	19.0	21.0	18.0	25.0	16.0	19.0	18.0	24.0
BOH78_1184	80.0	64.0	67.0	61.0	80.0	68.0	72.0	64.0
BOH78_1185	9.0	9.0	8.0	8.0	11.0	10.0	10.0	6.0
BOH78_1182	1.0			1.0				1.0
BOH78_1180	3.0	1.0	2.0	2.0	2.0		1.0	
BOH78_1027				1.0	1.0	1.0		
BOH78_1238	5.0	3.0	7.0	7.0	6.0	1.0	5.0	4.0
BOH78_1239			1.0	1.0	1.0			
BOH78_1234					1.0			
BOH78_1235			1.0	1.0	4.0			
BOH78_1236	6.0	6.0	6.0	6.0	5.0	3.0	5.0	5.0
BOH78_1237	4.0	3.0	3.0	5.0	4.0	2.0	1.0	3.0
BOH78_1305	1.0	1.0		1.0		2.0		
BOH78_1169	1.0	1.0		1.0		1.0	1.0	
BOH78_1160	1.0	2.0	4.0	3.0	2.0			1.0
BOH78_1163	1.0	1.0			1.0			1.0
BOH78_1296	8.0	7.0	10.0	10.0	12.0	8.0	21.0	8.0
BOH78_1292	13.0	13.0	9.0	12.0	9.0	10.0	6.0	9.0
BOH78_1065	1.0			1.0			4.0	1.0
BOH78_1066	31.0	22.0	33.0	32.0	26.0	16.0	25.0	35.0
BOH78_1063		1.0	2.0	2.0			1.0	1.0
BOH78_1062				1.0	1.0			1.0
BOH78_1164	24.0	25.0	27.0	29.0	32.0	22.0	23.0	25.0
BOH78_1165	11.0	11.0	13.0	15.0	16.0	8.0	15.0	13.0
BOH78_1166		1.0	1.0	2.0				
BOH78_1298		1.0					1.0	
BOH78_1299				1.0				
BOH78_1118	4.0	5.0	7.0	5.0	5.0	2.0	8.0	6.0
BOH78_1117	1.0	2.0	1.0	3.0			1.0	3.0
BOH78_1116	21.0	20.0	16.0	15.0	20.0	16.0	15.0	16.0
BOH78_1111		1.0		2.0		1.0		
BOH78_1110	8.0	11.0	8.0	8.0	8.0	11.0	13.0	8.0
BOH78_1102	1.0	2.0	4.0	4.0	4.0	1.0	1.0	1.0
BOH78_1078	103.0	81.0	84.0	75.0	116.0	85.0	47.0	58.0
BOH78_1077	1.0	1.0	1.0	1.0		1.0		2.0
BOH78_1126	2.0	2.0	2.0	2.0		1.0	1.0	1.0
BOH78_1122	21.0	15.0	15.0	18.0	15.0	15.0	12.0	14.0
BOH78_1123	1.0			1.0	1.0			
BOH78_1108							1.0	
BOH78_1109	53.0	40.0	49.0	51.0	47.0	41.0	42.0	42.0
BOH78_1106		1.0			1.0			
BOH78_1104	14.0	12.0	9.0	12.0	9.0	9.0	9.0	8.0
BOH78_1101	6.0	6.0	5.0	6.0	8.0	9.0	5.0	9.0
BOH78_1090	5.0	5.0	6.0	5.0	5.0	7.0	6.0	5.0
BOH78_1093	1.0	2.0	3.0	2.0	4.0	3.0	5.0	3.0
BOH78_1095	29.0	27.0	30.0	32.0	24.0	30.0	28.0	31.0
BOH78_1096	30.0	21.0	32.0	33.0	30.0	21.0	25.0	26.0
BOH78_1220			1.0	1.0	1.0		2.0	2.0
BOH78_1133	1.0	5.0	5.0	7.0	4.0	2.0		2.0
BOH78_1131	2.0	4.0	3.0	4.0	3.0	3.0	3.0	5.0
BOH78_1135					1.0	1.0	1.0	
BOH78_1249	11.0	12.0	15.0	13.0	15.0	9.0	18.0	12.0
BOH78_1248		1.0	1.0	1.0			1.0	
BOH78_1243	4.0	5.0	5.0	10.0	6.0	4.0	3.0	4.0
BOH78_1242	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0
BOH78_1245	5.0	2.0	6.0	6.0	3.0	4.0	3.0	6.0
BOH78_1247	2.0	2.0	4.0	3.0	2.0	1.0	1.0	
BOH78_1246	6.0	5.0	6.0	4.0	5.0	6.0	5.0	6.0
BOH78_1136				1.0				
BOH78_1134	1.0	1.0	2.0	1.0	1.0		1.0	1.0
BOH78_1032			1.0	2.0	1.0	1.0	2.0	2.0
BOH78_1036	2.0	3.0	2.0	4.0	1.0	1.0	6.0	1.0
BOH78_1034				1.0	1.0	1.0		
BOH78_1035	6.0	6.0	4.0	4.0	8.0	5.0	6.0	6.0
BOH78_1039	19.0	15.0	20.0	19.0	15.0	12.0	16.0	14.0
BOH78_1072	2.0	2.0	2.0	2.0	5.0	1.0		1.0
BOH78_1230		1.0	1.0	1.0		1.0		
BOH78_1269	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0
BOH78_1268			2.0	1.0				
BOH78_1267	10.0	9.0	10.0	8.0	14.0	6.0	6.0	5.0
BOH78_1266				1.0				
BOH78_1265								1.0
BOH78_1263	1.0	1.0	1.0	1.0	2.0		1.0	1.0
BOH78_1262								1.0
BOH78_1261	6.0	7.0	11.0	12.0	10.0	10.0	10.0	10.0
BOH78_1260	14.0	10.0	10.0	10.0	15.0	7.0	12.0	8.0
BOH78_1124							2.0	
BOH78_1121	1.0	2.0	1.0		2.0	1.0	1.0	1.0
BOH78_1129	11.0	8.0	11.0	14.0	10.0	8.0	7.0	9.0
BOH78_1205	1.0		1.0	1.0				
BOH78_1204	4.0	2.0	5.0	6.0	7.0	5.0	6.0	2.0
BOH78_1207	6.0	7.0	2.0	4.0	3.0	4.0	4.0	3.0
BOH78_1206			2.0	1.0	2.0	2.0	1.0	2.0
BOH78_1201	3.0	3.0	2.0	4.0	2.0	2.0	4.0	2.0
BOH78_1200		1.0					2.0	
BOH78_1076	10.0	9.0	8.0	11.0	9.0	4.0	8.0	6.0
BOH78_1073			1.0				2.0	
BOH78_1070	5.0	8.0	8.0	13.0	7.0	6.0	7.0	7.0
BOH78_1071			1.0					
BOH78_1306	3.0	1.0		1.0	2.0		1.0	3.0
BOH78_1301	4.0	3.0	1.0	5.0	2.0	3.0	2.0	2.0
BOH78_1194								1.0
BOH78_1197	38.0	33.0	40.0	36.0	23.0	27.0	32.0	40.0
BOH78_1196			1.0	2.0			1.0	1.0
BOH78_1193	1.0	1.0	2.0	1.0	3.0	2.0	1.0	1.0
BOH78_1199						2.0		
BOH78_1198	6.0	4.0	10.0	9.0	9.0	3.0	5.0	7.0
BOH78_1229	15.0	12.0	15.0	13.0	13.0	17.0	14.0	14.0
BOH78_1223	241.0	209.0	196.0	219.0	241.0	215.0	186.0	178.0
BOH78_1222				1.0				
BOH78_1221	4.0	5.0	6.0	5.0	1.0	1.0	4.0	6.0
BOH78_1227	1.0				2.0		1.0	
BOH78_1225	12.0	11.0	18.0	14.0	10.0	11.0	19.0	7.0
BOH78_1224	2.0	1.0	1.0		5.0	1.0		1.0
BOH78_1054			1.0					
BOH78_1055	28.0	25.0	38.0	29.0	35.0	19.0	30.0	35.0
BOH78_1056	3.0	5.0	1.0	3.0		2.0	1.0	1.0
BOH78_1057		2.0	4.0	1.0			1.0	1.0
BOH78_1050	7.0	6.0	6.0	8.0	10.0	6.0	5.0	5.0
BOH78_1051	2.0	1.0	2.0	1.0	3.0	3.0	1.0	2.0
BOH78_1058		1.0		1.0	2.0			
BOH78_1059	2.0		2.0	3.0		3.0	1.0	3.0
BOH78_1232	1.0		1.0					
BOH78_1157	12.0	8.0	11.0	12.0	13.0	10.0	10.0	9.0
BOH78_1159	43.0	43.0	44.0	45.0	60.0	46.0	36.0	40.0
BOH78_0844			1.0	1.0				
BOH78_0845	1.0	1.0	2.0	4.0	1.0	1.0	2.0	1.0
BOH78_0840	17.0	17.0	23.0	20.0	16.0	13.0	21.0	16.0
BOH78_0841	16.0	13.0	13.0	13.0	10.0	15.0	11.0	14.0
BOH78_0842	7.0	7.0	4.0	7.0	8.0	6.0	4.0	4.0
BOH78_0843	17.0	12.0	19.0	20.0	18.0	16.0	18.0	15.0
BOH78_0848			1.0					
BOH78_0849	2.0	5.0	4.0	3.0	5.0	2.0	1.0	2.0
BOH78_0854	4.0	1.0	9.0	5.0	5.0	1.0	6.0	5.0
BOH78_0998	14.0	11.0	9.0	14.0	11.0	12.0	8.0	14.0
BOH78_0999		1.0	2.0	1.0		1.0		1.0
BOH78_0993	8.0	9.0	7.0	8.0	10.0	3.0	6.0	7.0
BOH78_0990	16.0	12.0	17.0	17.0	13.0	9.0	17.0	9.0
BOH78_0991	1.0		1.0				2.0	
BOH78_0997		1.0						
BOH78_0728	2.0	4.0	3.0	3.0	6.0	4.0	5.0	3.0
BOH78_0721	4.0	2.0	3.0	2.0	3.0	2.0	3.0	1.0
BOH78_0720				1.0	1.0			
BOH78_0723	1.0		2.0					
BOH78_0722			1.0				1.0	
BOH78_0725			1.0				1.0	
BOH78_0727	1.0	3.0	4.0	2.0	2.0	2.0	3.0	3.0
BOH78_0913					1.0			
BOH78_0910				1.0	1.0	1.0		
BOH78_0916	22.0	23.0	24.0	20.0	22.0	21.0	26.0	20.0
BOH78_0917	45.0	36.0	35.0	41.0	48.0	30.0	27.0	37.0
BOH78_0914	21.0	19.0	22.0	21.0	13.0	16.0	18.0	24.0
BOH78_0915	2.0	4.0	5.0	4.0	3.0	3.0	4.0	5.0
BOH78_0918	4.0	5.0	4.0	5.0	4.0	7.0	6.0	3.0
BOH78_0709		1.0	2.0	3.0			2.0	1.0
BOH78_0708	2.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0
BOH78_0707	6.0	2.0	4.0	2.0	6.0	2.0	6.0	2.0
BOH78_0706	3.0	2.0	1.0	1.0	1.0			1.0
BOH78_0704	3.0	2.0	2.0	4.0	3.0	3.0	3.0	1.0
BOH78_0702	141.0	118.0	117.0	113.0	134.0	118.0	124.0	110.0
BOH78_0701	23.0	20.0	18.0	17.0	20.0	10.0	20.0	15.0
BOH78_0938	7.0	7.0	7.0	7.0	9.0	5.0	7.0	7.0
BOH78_0930	41.0	37.0	35.0	34.0	45.0	36.0	30.0	29.0
BOH78_0932			2.0					
BOH78_0933	3.0	3.0	3.0	3.0	1.0	2.0	1.0	3.0
BOH78_0934	1.0		1.0	1.0				
BOH78_0935	1.0			1.0				
BOH78_0936	10.0	13.0	14.0	17.0	7.0	8.0	14.0	13.0
BOH78_0937				1.0				
BOH78_0898	1.0			1.0	2.0	1.0	2.0	
BOH78_0896	1.0		1.0	1.0	1.0		1.0	1.0
BOH78_0895							1.0	
BOH78_0893	1.0							
BOH78_0892		1.0	1.0					
BOH78_0890	2.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0
BOH78_0765	5.0	4.0	4.0	4.0	7.0	4.0	4.0	3.0
BOH78_0767	1.0	1.0			1.0		1.0	1.0
BOH78_0766				1.0				
BOH78_0761	11.0	9.0	13.0	12.0	10.0	9.0	10.0	6.0
BOH78_0760			3.0		1.0			
BOH78_0763	35.0	29.0	40.0	34.0	39.0	24.0	38.0	34.0
BOH78_0762	6.0	6.0	6.0	6.0	5.0	9.0	7.0	8.0
BOH78_0958		3.0	3.0	7.0	2.0	2.0	1.0	3.0
BOH78_0959	16.0	13.0	12.0	18.0	16.0	11.0	10.0	8.0
BOH78_0956	17.0	16.0	17.0	16.0	11.0	7.0	17.0	16.0
BOH78_0957	14.0	4.0	6.0	1.0	10.0	4.0	3.0	3.0
BOH78_0955	2.0	2.0	4.0	3.0	1.0		3.0	1.0
BOH78_0952	6.0	3.0	4.0	6.0	10.0	6.0	5.0	4.0
BOH78_0953	3.0	2.0	5.0	4.0	6.0	4.0	4.0	3.0
BOH78_0743		2.0	6.0	3.0	2.0	2.0	3.0	1.0
BOH78_0742					1.0			
BOH78_0741	9.0	9.0	12.0	8.0	10.0	4.0	9.0	11.0
BOH78_0740	9.0	10.0	14.0	12.0	7.0	9.0	16.0	13.0
BOH78_0746		1.0	1.0	1.0	2.0	1.0		
BOH78_0744				1.0	4.0	3.0	1.0	
BOH78_0974	27.0	24.0	43.0	40.0	26.0	15.0	41.0	38.0
BOH78_0975	1.0		1.0		3.0			
BOH78_0977			1.0	3.0				
BOH78_0970	3.0	2.0		1.0	4.0	1.0	1.0	
BOH78_0972	1.0	1.0						2.0
BOH78_0979	14.0	15.0	12.0	16.0	14.0	13.0	12.0	15.0
BOH78_1021	1.0	1.0	1.0	2.0	2.0		2.0	1.0
BOH78_0831	35.0	37.0	53.0	45.0	35.0	35.0	47.0	32.0
BOH78_0830	1.0			1.0				
BOH78_0833	7.0	6.0	8.0	10.0	10.0	7.0	6.0	7.0
BOH78_0832			1.0	1.0				
BOH78_0837		1.0	3.0	1.0	1.0	1.0	2.0	
BOH78_0839		1.0				1.0		
BOH78_0786	29.0	18.0	27.0	23.0	26.0	22.0	16.0	22.0
BOH78_0785	43.0	32.0	45.0	48.0	49.0	34.0	40.0	34.0
BOH78_0783		2.0	2.0	1.0		1.0	2.0	1.0
BOH78_0782		1.0			1.0			
BOH78_0780	1.0	1.0						
BOH78_0789	7.0	5.0	7.0	6.0	6.0	3.0	2.0	3.0
BOH78_0817	1.0					1.0		
BOH78_0816	2.0	2.0	5.0	3.0	5.0	1.0	6.0	2.0
BOH78_0815	1.0	1.0	2.0	1.0	2.0	3.0	2.0	1.0
BOH78_0812	3.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0
BOH78_0811	12.0	7.0	9.0	10.0	10.0	6.0	8.0	6.0
BOH78_0810	5.0	1.0	2.0	2.0		2.0	1.0	1.0
BOH78_0819			5.0	4.0	1.0		4.0	2.0
BOH78_1007		1.0	1.0	3.0	1.0	1.0	2.0	2.0
BOH78_1006					1.0			
BOH78_1005	8.0	5.0	6.0	5.0	9.0	3.0	6.0	6.0
BOH78_1010	8.0	7.0	5.0	7.0	7.0	11.0	4.0	8.0
BOH78_1004	1.0		1.0	1.0			1.0	1.0
BOH78_1016	6.0	8.0	8.0	6.0	5.0	7.0	6.0	7.0
BOH78_1017	3.0	1.0	1.0	1.0	1.0		3.0	2.0
BOH78_1001		1.0	1.0	1.0	2.0	1.0		1.0
BOH78_0879			2.0		1.0		1.0	
BOH78_0875				1.0			2.0	
BOH78_0874	1.0		2.0	2.0	2.0	3.0	1.0	2.0
BOH78_0877					1.0			
BOH78_0876	7.0	7.0	10.0	7.0	7.0	10.0	10.0	7.0
BOH78_0871					1.0			
BOH78_0853	2.0	3.0	4.0	2.0	3.0	2.0	3.0	
BOH78_0850	1.0	1.0	1.0	1.0	2.0			1.0
BOH78_0857		1.0		1.0			1.0	
BOH78_0859	7.0	3.0	6.0	8.0	12.0	2.0	5.0	4.0
BOH78_0858	4.0	1.0	5.0	4.0	2.0	2.0	2.0	1.0
BOH78_0989	8.0	7.0	10.0	9.0	12.0	8.0	9.0	9.0
BOH78_0988			1.0					
